row,col,x,y,z
22,53,30.525,60.785,106.228
22,54,30.535,60.785,106.77
22,55,30.545,60.785,107.508
22,56,30.555,60.785,108.293
22,57,30.565,60.785,108.966
22,58,30.575,60.785,109.39
22,59,30.585,60.785,109.479
22,60,30.595,60.785,109.214
22,61,30.605,60.785,108.651
22,62,30.615,60.785,107.902
22,63,30.625,60.785,107.121
22,64,30.635,60.785,106.466
22,65,30.645,60.785,106.069
22,66,30.655,60.785,106.012
22,67,30.665,60.785,106.307
22,68,30.675,60.785,106.892
22,69,30.685,60.785,107.65
22,70,30.695,60.785,108.427
22,71,30.705,60.785,109.065
22,72,30.715,60.785,109.434
22,73,30.725,60.785,109.459
22,74,30.735,60.785,109.136
22,75,30.745,60.785,108.53
22,76,30.755,60.785,107.764
22,77,30.765,60.785,106.994
22,78,30.775,60.785,106.376
22,79,30.785,60.785,106.036
22,80,30.795,60.785,106.042
22,81,30.805,60.785,106.394
22,82,30.815,60.785,107.021
22,83,30.825,60.785,107.794
22,84,30.835,60.785,108.557
22,85,30.845,60.785,109.155
22,86,30.855,60.785,109.467
22,87,30.865,60.785,109.429
22,88,30.875,60.785,109.049
22,89,30.885,60.785,108.405
22,90,30.895,60.785,107.626
22,91,30.905,60.785,106.872
22,92,30.915,60.785,106.295
22,93,30.925,60.785,106.013
22,94,30.935,60.785,106.083
22,95,30.945,60.785,106.491
22,96,30.955,60.785,107.153
22,97,30.965,60.785,107.937
22,98,30.975,60.785,108.681
22,99,30.985,60.785,109.236
22,100,30.995,60.785,109.489
23,1,30.005,60.775,108.204
23,2,30.015,60.775,108.817
23,3,30.025,60.775,109.149
23,4,30.035,60.775,109.133
23,5,30.045,60.775,108.773
23,6,30.055,60.775,108.141
23,7,30.065,60.775,107.366
23,8,30.075,60.775,106.606
23,9,30.085,60.775,106.014
23,10,30.095,60.775,105.712
23,11,30.105,60.775,105.759
23,12,30.115,60.775,106.148
23,13,30.125,60.775,106.798
23,14,30.135,60.775,107.579
23,15,30.145,60.775,108.331
23,16,30.155,60.775,108.901
23,17,30.165,60.775,109.175
23,18,30.175,60.775,109.096
23,19,30.185,60.775,108.68
23,20,30.195,60.775,108.013
23,21,30.205,60.775,107.229
23,22,30.215,60.775,106.488
23,23,30.225,60.775,105.94
23,24,30.235,60.775,105.696
23,25,30.245,60.775,105.807
23,26,30.255,60.775,106.25
23,27,30.265,60.775,106.934
23,28,30.275,60.775,107.721
23,29,30.285,60.775,108.451
23,30,30.295,60.775,108.976
23,31,30.305,60.775,109.189
23,32,30.315,60.775,109.047
23,33,30.325,60.775,108.58
23,34,30.335,60.775,107.88
23,35,30.345,60.775,107.092
23,36,30.355,60.775,106.375
23,37,30.365,60.775,105.875
23,38,30.375,60.775,105.692
23,39,30.385,60.775,105.866
23,40,30.395,60.775,106.359
23,41,30.405,60.775,107.073
23,42,30.415,60.775,107.861
23,43,30.425,60.775,108.565
23,44,30.435,60.775,109.041
23,45,30.445,60.775,109.193
23,46,30.455,60.775,108.989
23,47,30.465,60.775,108.472
23,48,30.475,60.775,107.745
23,49,30.485,60.775,106.958
23,50,30.495,60.775,106.27
23,51,30.505,60.775,105.82
23,52,30.515,60.775,105.7
23,53,30.525,60.775,105.934
23,54,30.535,60.775,106.476
23,55,30.545,60.775,107.214
23,56,30.555,60.775,107.999
23,57,30.565,60.775,108.672
23,58,30.575,60.775,109.096
23,59,30.585,60.775,109.185
23,60,30.595,60.775,108.92
23,61,30.605,60.775,108.357
23,62,30.615,60.775,107.608
23,63,30.625,60.775,106.827
23,64,30.635,60.775,106.172
23,65,30.645,60.775,105.775
23,66,30.655,60.775,105.718
23,67,30.665,60.775,106.013
23,68,30.675,60.775,106.598
23,69,30.685,60.775,107.357
23,70,30.695,60.775,108.133
23,71,30.705,60.775,108.771
23,72,30.715,60.775,109.14
23,73,30.725,60.775,109.166
23,74,30.735,60.775,108.842
23,75,30.745,60.775,108.236
23,76,30.755,60.775,107.47
23,77,30.765,60.775,106.7
23,78,30.775,60.775,106.082
23,79,30.785,60.775,105.742
23,80,30.795,60.775,105.748
23,81,30.805,60.775,106.1
23,82,30.815,60.775,106.727
23,83,30.825,60.775,107.5
23,84,30.835,60.775,108.263
23,85,30.845,60.775,108.861
23,86,30.855,60.775,109.173
23,87,30.865,60.775,109.135
23,88,30.875,60.775,108.755
23,89,30.885,60.775,108.111
23,90,30.895,60.775,107.332
23,91,30.905,60.775,106.578
23,92,30.915,60.775,106.001
23,93,30.925,60.775,105.719
23,94,30.935,60.775,105.789
23,95,30.945,60.775,106.197
23,96,30.955,60.775,106.859
23,97,30.965,60.775,107.643
23,98,30.975,60.775,108.387
23,99,30.985,60.775,108.942
23,100,30.995,60.775,109.195
24,1,30.005,60.765,107.985
24,2,30.015,60.765,108.598
24,3,30.025,60.765,108.93
24,4,30.035,60.765,108.914
24,5,30.045,60.765,108.554
24,6,30.055,60.765,107.922
24,7,30.065,60.765,107.148
24,8,30.075,60.765,106.387
24,9,30.085,60.765,105.796
24,10,30.095,60.765,105.493
24,11,30.105,60.765,105.541
24,12,30.115,60.765,105.929
24,13,30.125,60.765,106.58
24,14,30.135,60.765,107.36
24,15,30.145,60.765,108.112
24,16,30.155,60.765,108.682
24,17,30.165,60.765,108.956
24,18,30.175,60.765,108.877
24,19,30.185,60.765,108.461
24,20,30.195,60.765,107.794
24,21,30.205,60.765,107.01
24,22,30.215,60.765,106.269
24,23,30.225,60.765,105.721
24,24,30.235,60.765,105.478
24,25,30.245,60.765,105.589
24,26,30.255,60.765,106.031
24,27,30.265,60.765,106.715
24,28,30.275,60.765,107.502
24,29,30.285,60.765,108.232
24,30,30.295,60.765,108.757
24,31,30.305,60.765,108.971
24,32,30.315,60.765,108.829
24,33,30.325,60.765,108.361
24,34,30.335,60.765,107.662
24,35,30.345,60.765,106.874
24,36,30.355,60.765,106.156
24,37,30.365,60.765,105.656
24,38,30.375,60.765,105.474
24,39,30.385,60.765,105.647
24,40,30.395,60.765,106.14
24,41,30.405,60.765,106.854
24,42,30.415,60.765,107.643
24,43,30.425,60.765,108.347
24,44,30.435,60.765,108.822
24,45,30.445,60.765,108.974
24,46,30.455,60.765,108.77
24,47,30.465,60.765,108.253
24,48,30.475,60.765,107.527
24,49,30.485,60.765,106.739
24,50,30.495,60.765,106.051
24,51,30.505,60.765,105.601
24,52,30.515,60.765,105.481
24,53,30.525,60.765,105.716
24,54,30.535,60.765,106.257
24,55,30.545,60.765,106.995
24,56,30.555,60.765,107.78
24,57,30.565,60.765,108.453
24,58,30.575,60.765,108.877
24,59,30.585,60.765,108.966
24,60,30.595,60.765,108.702
24,61,30.605,60.765,108.138
24,62,30.615,60.765,107.39
24,63,30.625,60.765,106.608
24,64,30.635,60.765,105.953
24,65,30.645,60.765,105.557
24,66,30.655,60.765,105.5
24,67,30.665,60.765,105.794
24,68,30.675,60.765,106.38
24,69,30.685,60.765,107.138
24,70,30.695,60.765,107.915
24,71,30.705,60.765,108.552
24,72,30.715,60.765,108.921
24,73,30.725,60.765,108.947
24,74,30.735,60.765,108.624
24,75,30.745,60.765,108.018
24,76,30.755,60.765,107.252
24,77,30.765,60.765,106.481
24,78,30.775,60.765,105.863
24,79,30.785,60.765,105.523
24,80,30.795,60.765,105.53
24,81,30.805,60.765,105.882
24,82,30.815,60.765,106.508
24,83,30.825,60.765,107.281
24,84,30.835,60.765,108.044
24,85,30.845,60.765,108.643
24,86,30.855,60.765,108.954
24,87,30.865,60.765,108.917
24,88,30.875,60.765,108.537
24,89,30.885,60.765,107.892
24,90,30.895,60.765,107.114
24,91,30.905,60.765,106.359
24,92,30.915,60.765,105.783
24,93,30.925,60.765,105.5
24,94,30.935,60.765,105.57
24,95,30.945,60.765,105.978
24,96,30.955,60.765,106.641
24,97,30.965,60.765,107.424
24,98,30.975,60.765,108.169
24,99,30.985,60.765,108.724
24,100,30.995,60.765,108.976
25,1,30.005,60.755,107.872
25,2,30.015,60.755,108.484
25,3,30.025,60.755,108.816
25,4,30.035,60.755,108.801
25,5,30.045,60.755,108.44
25,6,30.055,60.755,107.809
25,7,30.065,60.755,107.034
25,8,30.075,60.755,106.274
25,9,30.085,60.755,105.682
25,10,30.095,60.755,105.379
25,11,30.105,60.755,105.427
25,12,30.115,60.755,105.816
25,13,30.125,60.755,106.466
25,14,30.135,60.755,107.246
25,15,30.145,60.755,107.998
25,16,30.155,60.755,108.569
25,17,30.165,60.755,108.842
25,18,30.175,60.755,108.763
25,19,30.185,60.755,108.348
25,20,30.195,60.755,107.68
25,21,30.205,60.755,106.896
25,22,30.215,60.755,106.155
25,23,30.225,60.755,105.607
25,24,30.235,60.755,105.364
25,25,30.245,60.755,105.475
25,26,30.255,60.755,105.917
25,27,30.265,60.755,106.601
25,28,30.275,60.755,107.389
25,29,30.285,60.755,108.119
25,30,30.295,60.755,108.644
25,31,30.305,60.755,108.857
25,32,30.315,60.755,108.715
25,33,30.325,60.755,108.247
25,34,30.335,60.755,107.548
25,35,30.345,60.755,106.76
25,36,30.355,60.755,106.043
25,37,30.365,60.755,105.542
25,38,30.375,60.755,105.36
25,39,30.385,60.755,105.533
25,40,30.395,60.755,106.027
25,41,30.405,60.755,106.74
25,42,30.415,60.755,107.529
25,43,30.425,60.755,108.233
25,44,30.435,60.755,108.709
25,45,30.445,60.755,108.86
25,46,30.455,60.755,108.657
25,47,30.465,60.755,108.139
25,48,30.475,60.755,107.413
25,49,30.485,60.755,106.626
25,50,30.495,60.755,105.937
25,51,30.505,60.755,105.487
25,52,30.515,60.755,105.367
25,53,30.525,60.755,105.602
25,54,30.535,60.755,106.143
25,55,30.545,60.755,106.881
25,56,30.555,60.755,107.667
25,57,30.565,60.755,108.34
25,58,30.575,60.755,108.763
25,59,30.585,60.755,108.852
25,60,30.595,60.755,108.588
25,61,30.605,60.755,108.024
25,62,30.615,60.755,107.276
25,63,30.625,60.755,106.495
25,64,30.635,60.755,105.839
25,65,30.645,60.755,105.443
25,66,30.655,60.755,105.386
25,67,30.665,60.755,105.68
25,68,30.675,60.755,106.266
25,69,30.685,60.755,107.024
25,70,30.695,60.755,107.801
25,71,30.705,60.755,108.438
25,72,30.715,60.755,108.808
25,73,30.725,60.755,108.833
25,74,30.735,60.755,108.51
25,75,30.745,60.755,107.904
25,76,30.755,60.755,107.138
25,77,30.765,60.755,106.368
25,78,30.775,60.755,105.75
25,79,30.785,60.755,105.409
25,80,30.795,60.755,105.416
25,81,30.805,60.755,105.768
25,82,30.815,60.755,106.394
25,83,30.825,60.755,107.167
25,84,30.835,60.755,107.931
25,85,30.845,60.755,108.529
25,86,30.855,60.755,108.841
25,87,30.865,60.755,108.803
25,88,30.875,60.755,108.423
25,89,30.885,60.755,107.778
25,90,30.895,60.755,107.0
25,91,30.905,60.755,106.246
25,92,30.915,60.755,105.669
25,93,30.925,60.755,105.387
25,94,30.935,60.755,105.457
25,95,30.945,60.755,105.864
25,96,30.955,60.755,106.527
25,97,30.965,60.755,107.31
25,98,30.975,60.755,108.055
25,99,30.985,60.755,108.61
25,100,30.995,60.755,108.863
26,1,30.005,60.745,107.878
26,2,30.015,60.745,108.491
26,3,30.025,60.745,108.823
26,4,30.035,60.745,108.807
26,5,30.045,60.745,108.447
26,6,30.055,60.745,107.815
26,7,30.065,60.745,107.041
26,8,30.075,60.745,106.28
26,9,30.085,60.745,105.689
26,10,30.095,60.745,105.386
26,11,30.105,60.745,105.434
26,12,30.115,60.745,105.822
26,13,30.125,60.745,106.473
26,14,30.135,60.745,107.253
26,15,30.145,60.745,108.005
26,16,30.155,60.745,108.575
26,17,30.165,60.745,108.849
26,18,30.175,60.745,108.77
26,19,30.185,60.745,108.354
26,20,30.195,60.745,107.687
26,21,30.205,60.745,106.903
26,22,30.215,60.745,106.162
26,23,30.225,60.745,105.614
26,24,30.235,60.745,105.371
26,25,30.245,60.745,105.481
26,26,30.255,60.745,105.924
26,27,30.265,60.745,106.608
26,28,30.275,60.745,107.395
26,29,30.285,60.745,108.125
26,30,30.295,60.745,108.65
26,31,30.305,60.745,108.863
26,32,30.315,60.745,108.722
26,33,30.325,60.745,108.254
26,34,30.335,60.745,107.555
26,35,30.345,60.745,106.766
26,36,30.355,60.745,106.049
26,37,30.365,60.745,105.549
26,38,30.375,60.745,105.367
26,39,30.385,60.745,105.54
26,40,30.395,60.745,106.033
26,41,30.405,60.745,106.747
26,42,30.415,60.745,107.536
26,43,30.425,60.745,108.239
26,44,30.435,60.745,108.715
26,45,30.445,60.745,108.867
26,46,30.455,60.745,108.663
26,47,30.465,60.745,108.146
26,48,30.475,60.745,107.42
26,49,30.485,60.745,106.632
26,50,30.495,60.745,105.944
26,51,30.505,60.745,105.494
26,52,30.515,60.745,105.374
26,53,30.525,60.745,105.609
26,54,30.535,60.745,106.15
26,55,30.545,60.745,106.888
26,56,30.555,60.745,107.673
26,57,30.565,60.745,108.346
26,58,30.575,60.745,108.77
26,59,30.585,60.745,108.859
26,60,30.595,60.745,108.595
26,61,30.605,60.745,108.031
26,62,30.615,60.745,107.283
26,63,30.625,60.745,106.501
26,64,30.635,60.745,105.846
26,65,30.645,60.745,105.449
26,66,30.655,60.745,105.393
26,67,30.665,60.745,105.687
26,68,30.675,60.745,106.273
26,69,30.685,60.745,107.031
26,70,30.695,60.745,107.808
26,71,30.705,60.745,108.445
26,72,30.715,60.745,108.814
26,73,30.725,60.745,108.84
26,74,30.735,60.745,108.517
26,75,30.745,60.745,107.911
26,76,30.755,60.745,107.145
26,77,30.765,60.745,106.374
26,78,30.775,60.745,105.756
26,79,30.785,60.745,105.416
26,80,30.795,60.745,105.422
26,81,30.805,60.745,105.775
26,82,30.815,60.745,106.401
26,83,30.825,60.745,107.174
26,84,30.835,60.745,107.937
26,85,30.845,60.745,108.535
26,86,30.855,60.745,108.847
26,87,30.865,60.745,108.809
26,88,30.875,60.745,108.43
26,89,30.885,60.745,107.785
26,90,30.895,60.745,107.006
26,91,30.905,60.745,106.252
26,92,30.915,60.745,105.675
26,93,30.925,60.745,105.393
26,94,30.935,60.745,105.463
26,95,30.945,60.745,105.871
26,96,30.955,60.745,106.534
26,97,30.965,60.745,107.317
26,98,30.975,60.745,108.062
26,99,30.985,60.745,108.617
26,100,30.995,60.745,108.869
27,1,30.005,60.735,108.004
27,2,30.015,60.735,108.617
27,3,30.025,60.735,108.949
27,4,30.035,60.735,108.933
27,5,30.045,60.735,108.573
27,6,30.055,60.735,107.941
27,7,30.065,60.735,107.167
27,8,30.075,60.735,106.406
27,9,30.085,60.735,105.815
27,10,30.095,60.735,105.512
27,11,30.105,60.735,105.56
27,12,30.115,60.735,105.948
27,13,30.125,60.735,106.599
27,14,30.135,60.735,107.379
27,15,30.145,60.735,108.131
27,16,30.155,60.735,108.701
27,17,30.165,60.735,108.975
27,18,30.175,60.735,108.896
27,19,30.185,60.735,108.481
27,20,30.195,60.735,107.813
27,21,30.205,60.735,107.029
27,22,30.215,60.735,106.288
27,23,30.225,60.735,105.74
27,24,30.235,60.735,105.497
27,25,30.245,60.735,105.608
27,26,30.255,60.735,106.05
27,27,30.265,60.735,106.734
27,28,30.275,60.735,107.521
27,29,30.285,60.735,108.251
27,30,30.295,60.735,108.776
27,31,30.305,60.735,108.99
27,32,30.315,60.735,108.848
27,33,30.325,60.735,108.38
27,34,30.335,60.735,107.681
27,35,30.345,60.735,106.893
27,36,30.355,60.735,106.175
27,37,30.365,60.735,105.675
27,38,30.375,60.735,105.493
27,39,30.385,60.735,105.666
27,40,30.395,60.735,106.16
27,41,30.405,60.735,106.873
27,42,30.415,60.735,107.662
27,43,30.425,60.735,108.366
27,44,30.435,60.735,108.841
27,45,30.445,60.735,108.993
27,46,30.455,60.735,108.789
27,47,30.465,60.735,108.272
27,48,30.475,60.735,107.546
27,49,30.485,60.735,106.758
27,50,30.495,60.735,106.07
27,51,30.505,60.735,105.62
27,52,30.515,60.735,105.5
27,53,30.525,60.735,105.735
27,54,30.535,60.735,106.276
27,55,30.545,60.735,107.014
27,56,30.555,60.735,107.799
27,57,30.565,60.735,108.472
27,58,30.575,60.735,108.896
27,59,30.585,60.735,108.985
27,60,30.595,60.735,108.721
27,61,30.605,60.735,108.157
27,62,30.615,60.735,107.409
27,63,30.625,60.735,106.627
27,64,30.635,60.735,105.972
27,65,30.645,60.735,105.576
27,66,30.655,60.735,105.519
27,67,30.665,60.735,105.813
27,68,30.675,60.735,106.399
27,69,30.685,60.735,107.157
27,70,30.695,60.735,107.934
27,71,30.705,60.735,108.571
27,72,30.715,60.735,108.94
27,73,30.725,60.735,108.966
27,74,30.735,60.735,108.643
27,75,30.745,60.735,108.037
27,76,30.755,60.735,107.271
27,77,30.765,60.735,106.5
27,78,30.775,60.735,105.882
27,79,30.785,60.735,105.542
27,80,30.795,60.735,105.549
27,81,30.805,60.735,105.901
27,82,30.815,60.735,106.527
27,83,30.825,60.735,107.3
27,84,30.835,60.735,108.063
27,85,30.845,60.735,108.662
27,86,30.855,60.735,108.973
27,87,30.865,60.735,108.936
27,88,30.875,60.735,108.556
27,89,30.885,60.735,107.911
27,90,30.895,60.735,107.133
27,91,30.905,60.735,106.378
27,92,30.915,60.735,105.802
27,93,30.925,60.735,105.519
27,94,30.935,60.735,105.589
27,95,30.945,60.735,105.997
27,96,30.955,60.735,106.66
27,97,30.965,60.735,107.443
27,98,30.975,60.735,108.188
27,99,30.985,60.735,108.743
27,100,30.995,60.735,108.995
28,1,30.005,60.725,108.233
28,2,30.015,60.725,108.845
28,3,30.025,60.725,109.178
28,4,30.035,60.725,109.162
28,5,30.045,60.725,108.802
28,6,30.055,60.725,108.17
28,7,30.065,60.725,107.395
28,8,30.075,60.725,106.635
28,9,30.085,60.725,106.043
28,10,30.095,60.725,105.741
28,11,30.105,60.725,105.788
28,12,30.115,60.725,106.177
28,13,30.125,60.725,106.827
28,14,30.135,60.725,107.608
28,15,30.145,60.725,108.359
28,16,30.155,60.725,108.93
28,17,30.165,60.725,109.204
28,18,30.175,60.725,109.125
28,19,30.185,60.725,108.709
28,20,30.195,60.725,108.042
28,21,30.205,60.725,107.258
28,22,30.215,60.725,106.516
28,23,30.225,60.725,105.969
28,24,30.235,60.725,105.725
28,25,30.245,60.725,105.836
28,26,30.255,60.725,106.279
28,27,30.265,60.725,106.963
28,28,30.275,60.725,107.75
28,29,30.285,60.725,108.48
28,30,30.295,60.725,109.005
28,31,30.305,60.725,109.218
28,32,30.315,60.725,109.076
28,33,30.325,60.725,108.608
28,34,30.335,60.725,107.909
28,35,30.345,60.725,107.121
28,36,30.355,60.725,106.404
28,37,30.365,60.725,105.903
28,38,30.375,60.725,105.721
28,39,30.385,60.725,105.895
28,40,30.395,60.725,106.388
28,41,30.405,60.725,107.102
28,42,30.415,60.725,107.89
28,43,30.425,60.725,108.594
28,44,30.435,60.725,109.07
28,45,30.445,60.725,109.222
28,46,30.455,60.725,109.018
28,47,30.465,60.725,108.5
28,48,30.475,60.725,107.774
28,49,30.485,60.725,106.987
28,50,30.495,60.725,106.298
28,51,30.505,60.725,105.849
28,52,30.515,60.725,105.729
28,53,30.525,60.725,105.963
28,54,30.535,60.725,106.505
28,55,30.545,60.725,107.243
28,56,30.555,60.725,108.028
28,57,30.565,60.725,108.701
28,58,30.575,60.725,109.125
28,59,30.585,60.725,109.214
28,60,30.595,60.725,108.949
28,61,30.605,60.725,108.386
28,62,30.615,60.725,107.637
28,63,30.625,60.725,106.856
28,64,30.635,60.725,106.201
28,65,30.645,60.725,105.804
28,66,30.655,60.725,105.747
28,67,30.665,60.725,106.042
28,68,30.675,60.725,106.627
28,69,30.685,60.725,107.385
28,70,30.695,60.725,108.162
28,71,30.705,60.725,108.8
28,72,30.715,60.725,109.169
28,73,30.725,60.725,109.194
28,74,30.735,60.725,108.871
28,75,30.745,60.725,108.265
28,76,30.755,60.725,107.499
28,77,30.765,60.725,106.729
28,78,30.775,60.725,106.111
28,79,30.785,60.725,105.771
28,80,30.795,60.725,105.777
28,81,30.805,60.725,106.129
28,82,30.815,60.725,106.755
28,83,30.825,60.725,107.529
28,84,30.835,60.725,108.292
28,85,30.845,60.725,108.89
28,86,30.855,60.725,109.202
28,87,30.865,60.725,109.164
28,88,30.875,60.725,108.784
28,89,30.885,60.725,108.14
28,90,30.895,60.725,107.361
28,91,30.905,60.725,106.607
28,92,30.915,60.725,106.03
28,93,30.925,60.725,105.748
28,94,30.935,60.725,105.818
28,95,30.945,60.725,106.226
28,96,30.955,60.725,106.888
28,97,30.965,60.725,107.672
28,98,30.975,60.725,108.416
28,99,30.985,60.725,108.971
28,100,30.995,60.725,109.224
29,1,30.005,60.715,108.533
29,2,30.015,60.715,109.145
29,3,30.025,60.715,109.478
29,4,30.035,60.715,109.462
29,5,30.045,60.715,109.102
29,6,30.055,60.715,108.47
29,7,30.065,60.715,107.695
29,8,30.075,60.715,106.935
29,9,30.085,60.715,106.343
29,10,30.095,60.715,106.041
29,11,30.105,60.715,106.088
29,12,30.115,60.715,106.477
29,13,30.125,60.715,107.127
29,14,30.135,60.715,107.908
29,15,30.145,60.715,108.659
29,16,30.155,60.715,109.23
29,17,30.165,60.715,109.503
29,18,30.175,60.715,109.424
29,19,30.185,60.715,109.009
29,20,30.195,60.715,108.342
29,21,30.205,60.715,107.558
29,22,30.215,60.715,106.816
29,23,30.225,60.715,106.269
29,24,30.235,60.715,106.025
29,25,30.245,60.715,106.136
29,26,30.255,60.715,106.579
29,27,30.265,60.715,107.263
29,28,30.275,60.715,108.05
29,29,30.285,60.715,108.78
29,30,30.295,60.715,109.305
29,31,30.305,60.715,109.518
29,32,30.315,60.715,109.376
29,33,30.325,60.715,108.908
29,34,30.335,60.715,108.209
29,35,30.345,60.715,107.421
29,36,30.355,60.715,106.704
29,37,30.365,60.715,106.203
29,38,30.375,60.715,106.021
29,39,30.385,60.715,106.195
29,40,30.395,60.715,106.688
29,41,30.405,60.715,107.402
29,42,30.415,60.715,108.19
29,43,30.425,60.715,108.894
29,44,30.435,60.715,109.37
29,45,30.445,60.715,109.522
29,46,30.455,60.715,109.318
29,47,30.465,60.715,108.8
29,48,30.475,60.715,108.074
29,49,30.485,60.715,107.287
29,50,30.495,60.715,106.598
29,51,30.505,60.715,106.149
29,52,30.515,60.715,106.029
29,53,30.525,60.715,106.263
29,54,30.535,60.715,106.804
29,55,30.545,60.715,107.543
29,56,30.555,60.715,108.328
29,57,30.565,60.715,109.001
29,58,30.575,60.715,109.425
29,59,30.585,60.715,109.514
29,60,30.595,60.715,109.249
29,61,30.605,60.715,108.686
29,62,30.615,60.715,107.937
29,63,30.625,60.715,107.156
29,64,30.635,60.715,106.501
29,65,30.645,60.715,106.104
29,66,30.655,60.715,106.047
29,67,30.665,60.715,106.342
29,68,30.675,60.715,106.927
29,69,30.685,60.715,107.685
29,70,30.695,60.715,108.462
29,71,30.705,60.715,109.1
29,72,30.715,60.715,109.469
29,73,30.725,60.715,109.494
29,74,30.735,60.715,109.171
29,75,30.745,60.715,108.565
29,76,30.755,60.715,107.799
29,77,30.765,60.715,107.029
29,78,30.775,60.715,106.411
29,79,30.785,60.715,106.071
29,80,30.795,60.715,106.077
29,81,30.805,60.715,106.429
29,82,30.815,60.715,107.055
29,83,30.825,60.715,107.829
29,84,30.835,60.715,108.592
29,85,30.845,60.715,109.19
29,86,30.855,60.715,109.502
29,87,30.865,60.715,109.464
29,88,30.875,60.715,109.084
29,89,30.885,60.715,108.44
29,90,30.895,60.715,107.661
29,91,30.905,60.715,106.907
29,92,30.915,60.715,106.33
29,93,30.925,60.715,106.048
29,94,30.935,60.715,106.118
29,95,30.945,60.715,106.526
29,96,30.955,60.715,107.188
29,97,30.965,60.715,107.972
29,98,30.975,60.715,108.716
29,99,30.985,60.715,109.271
29,100,30.995,60.715,109.524
30,1,30.005,60.705,108.864
30,2,30.015,60.705,109.476
30,3,30.025,60.705,109.808
30,4,30.035,60.705,109.793
30,5,30.045,60.705,109.432
30,6,30.055,60.705,108.801
30,7,30.065,60.705,108.026
30,8,30.075,60.705,107.266
30,9,30.085,60.705,106.674
30,10,30.095,60.705,106.371
30,11,30.105,60.705,106.419
30,12,30.115,60.705,106.808
30,13,30.125,60.705,107.458
30,14,30.135,60.705,108.238
30,15,30.145,60.705,108.99
30,16,30.155,60.705,109.561
30,17,30.165,60.705,109.834
30,18,30.175,60.705,109.755
30,19,30.185,60.705,109.34
30,20,30.195,60.705,108.672
30,21,30.205,60.705,107.888
30,22,30.215,60.705,107.147
30,23,30.225,60.705,106.599
30,24,30.235,60.705,106.356
30,25,30.245,60.705,106.467
30,26,30.255,60.705,106.909
30,27,30.265,60.705,107.594
30,28,30.275,60.705,108.381
30,29,30.285,60.705,109.111
30,30,30.295,60.705,109.636
30,31,30.305,60.705,109.849
30,32,30.315,60.705,109.707
30,33,30.325,60.705,109.239
30,34,30.335,60.705,108.54
30,35,30.345,60.705,107.752
30,36,30.355,60.705,107.035
30,37,30.365,60.705,106.534
30,38,30.375,60.705,106.352
30,39,30.385,60.705,106.525
30,40,30.395,60.705,107.019
30,41,30.405,60.705,107.732
30,42,30.415,60.705,108.521
30,43,30.425,60.705,109.225
30,44,30.435,60.705,109.701
30,45,30.445,60.705,109.852
30,46,30.455,60.705,109.649
30,47,30.465,60.705,109.131
30,48,30.475,60.705,108.405
30,49,30.485,60.705,107.618
30,50,30.495,60.705,106.929
30,51,30.505,60.705,106.479
30,52,30.515,60.705,106.359
30,53,30.525,60.705,106.594
30,54,30.535,60.705,107.135
30,55,30.545,60.705,107.873
30,56,30.555,60.705,108.659
30,57,30.565,60.705,109.332
30,58,30.575,60.705,109.756
30,59,30.585,60.705,109.844
30,60,30.595,60.705,109.58
30,61,30.605,60.705,109.016
30,62,30.615,60.705,108.268
30,63,30.625,60.705,107.487
30,64,30.635,60.705,106.831
30,65,30.645,60.705,106.435
30,66,30.655,60.705,106.378
30,67,30.665,60.705,106.672
30,68,30.675,60.705,107.258
30,69,30.685,60.705,108.016
30,70,30.695,60.705,108.793
30,71,30.705,60.705,109.431
30,72,30.715,60.705,109.8
30,73,30.725,60.705,109.825
30,74,30.735,60.705,109.502
30,75,30.745,60.705,108.896
30,76,30.755,60.705,108.13
30,77,30.765,60.705,107.36
30,78,30.775,60.705,106.742
30,79,30.785,60.705,106.401
30,80,30.795,60.705,106.408
30,81,30.805,60.705,106.76
30,82,30.815,60.705,107.386
30,83,30.825,60.705,108.159
30,84,30.835,60.705,108.923
30,85,30.845,60.705,109.521
30,86,30.855,60.705,109.833
30,87,30.865,60.705,109.795
30,88,30.875,60.705,109.415
30,89,30.885,60.705,108.77
30,90,30.895,60.705,107.992
30,91,30.905,60.705,107.238
30,92,30.915,60.705,106.661
30,93,30.925,60.705,106.379
30,94,30.935,60.705,106.449
30,95,30.945,60.705,106.856
30,96,30.955,60.705,107.519
30,97,30.965,60.705,108.302
30,98,30.975,60.705,109.047
30,99,30.985,60.705,109.602
30,100,30.995,60.705,109.855
31,1,30.005,60.695,109.18
31,2,30.015,60.695,109.793
31,3,30.025,60.695,110.125
31,4,30.035,60.695,110.109
31,5,30.045,60.695,109.749
31,6,30.055,60.695,109.117
31,7,30.065,60.695,108.343
31,8,30.075,60.695,107.582
31,9,30.085,60.695,106.991
31,10,30.095,60.695,106.688
31,11,30.105,60.695,106.736
31,12,30.115,60.695,107.124
31,13,30.125,60.695,107.775
31,14,30.135,60.695,108.555
31,15,30.145,60.695,109.307
31,16,30.155,60.695,109.877
31,17,30.165,60.695,110.151
31,18,30.175,60.695,110.072
31,19,30.185,60.695,109.656
31,20,30.195,60.695,108.989
31,21,30.205,60.695,108.205
31,22,30.215,60.695,107.464
31,23,30.225,60.695,106.916
31,24,30.235,60.695,106.673
31,25,30.245,60.695,106.784
31,26,30.255,60.695,107.226
